SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
PALOMOCTITAYZSIB,PALOMOCTITAYZSIB-3,MACRO,MACRO,AMBER,7.914499,122.598203,ZAMBOANGA SIBUGAY,TITAY,52,270,40,200
PIKIT,PIKIT-1,MACRO,MACRO,AMBER,7.050119,124.673767,COTABATO,PIKIT,49,35,40,200
PMIRAYBALIAMISOCC,PMIRAYBALIAMISOCC-3,MACRO,MACRO,AMBER,8.667582,123.602,MISAMIS OCCIDENTAL,BALIANGAO,37,240,40,200
POB2ISBELABAS,POB2ISBELABAS-1,MACRO,MACRO,AMBER,6.70508,121.971,BASILAN,ISABELA CITY,37,350,40,200
POBLANABUNDDO,POBLANABUNDDO-3,MACRO,MACRO,AMBER,7.60262,125.96641,DAVAO DE ORO,NABUNTURAN (CAPITAL),46,270,40,200
POBPARSUL,POBPARSUL-2,MACRO,MACRO,RED,5.914717,120.9088,SULU,PARANG,39,170,40,200
POBPARSUL,POBPARSUL-3,MACRO,MACRO,AMBER,5.914717,120.9088,SULU,PARANG,39,270,40,200
RECODO,RECODO-3,MACRO,MACRO,GREEN,6.956912,121.95469,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,31,300,40,200
RGLAN_D,RGLAN_D-5,EXTENDED SECTOR,MACRO,RED,5.77451,125.20054,SARANGANI,GLAN,9,350,40,200
RMALIT,RMALIT-2,MACRO,MACRO,AMBER,8.537084,124.8388,BUKIDNON,MALITBOG,39,100,40,200
ROSARYHT4COT,ROSARYHT4COT-2,MACRO,MACRO,AMBER,7.212757,124.248006,MAGUINDANAO DEL NORTE,COTABATO CITY,39,200,40,200
SAMPOLIDIPLAZSIB,SAMPOLIDIPLAZSIB-2,MACRO,MACRO,AMBER,7.78306,122.9617,ZAMBOANGA SIBUGAY,DIPLAHAN,49,140,40,200
SAMPOLIDIPLAZSIB,SAMPOLIDIPLAZSIB-3,MACRO,MACRO,RED,7.78306,122.9617,ZAMBOANGA SIBUGAY,DIPLAHAN,49,240,40,200
SANISIDTLAKAGBUK,SANISIDTLAKAGBUK-2,MACRO,MACRO,AMBER,8.262957,124.593089,BUKIDNON,TALAKAG,39,160,40,200
SEMIRASIRAWAIZDN,SEMIRASIRAWAIZDN-3,MACRO,MACRO,AMBER,7.562149,122.236019,ZAMBOANGA DEL NORTE,SIRAWAI,50,220,40,200
SIMUAYNULINGMGDN,SIMUAYNULINGMGDN-1,MACRO,MACRO,AMBER,7.283379,124.303084,MAGUINDANAO DEL NORTE,SULTAN KUDARAT,45,0,40,200
SMCSERRANVILWAOLDS,SMCSERRANVILWAOLDS-2,MACRO,MACRO,AMBER,7.686383,124.73111,LANAO DEL SUR,WAO,49,155,40,200
SRAWAI,SRAWAI-3,MACRO,MACRO,RED,7.586982,122.148028,ZAMBOANGA DEL NORTE,SIRAWAI,42,270,40,200
STAJOS,STAJOS-1,MACRO,MACRO,AMBER,7.983683,126.028993,AGUSAN DEL SUR,SANTA JOSEFA,40,25,40,200
SYDNEYHOTEL,SYDNEYHOTEL-1,MACRO,MACRO,GREEN,6.111232,125.171207,SOUTH COTABATO,GENERAL SANTOS CITY,33,55,40,200
TAGANITOCLAVERSDN,TAGANITOCLAVERSDN-1,MACRO,MACRO,RED,9.541766,125.820393,SURIGAO DEL NORTE,CLAVER,40,40,40,200
TAGANITOCLAVERSDN,TAGANITOCLAVERSDN-2,MACRO,MACRO,RED,9.541766,125.820393,SURIGAO DEL NORTE,CLAVER,40,120,40,200
TAGANITOCLAVERSDN,TAGANITOCLAVERSDN-3,MACRO,MACRO,RED,9.541766,125.820393,SURIGAO DEL NORTE,CLAVER,40,290,40,200
TAGBAKINDANASULU,TAGBAKINDANASULU-3,MACRO,MACRO,AMBER,6.024453,120.996431,SULU,INDANAN,35,220,40,200
TALON2ZDS,TALON2ZDS-3,MACRO,MACRO,GREEN,6.910158,122.115745,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,38,260,40,200
TAMPIL,TAMPIL-1,MACRO,MACRO,AMBER,7.973638,122.664886,ZAMBOANGA DEL NORTE,TAMPILISAN,42,30,40,200
TCAGMARANDKPATAGLDN,TCAGMARANDKPATAGLDN-1,MACRO,MACRO,RED,7.924878,123.768772,LANAO DEL NORTE,KAPATAGAN,24,50,40,200
TCAGMARANDKPATAGLDN,TCAGMARANDKPATAGLDN-2,MACRO,MACRO,AMBER,7.924878,123.768772,LANAO DEL NORTE,KAPATAGAN,24,120,40,200
TCAGPOBLKPATAGLDN,TCAGPOBLKPATAGLDN-1,MACRO,MACRO,RED,7.900202,123.77301,LANAO DEL NORTE,KAPATAGAN,24,350,40,200
TCAGPOBLKPATAGLDN,TCAGPOBLKPATAGLDN-2,MACRO,MACRO,RED,7.900202,123.77301,LANAO DEL NORTE,KAPATAGAN,24,160,40,200
TCAGPOBLKPATAGLDN,TCAGPOBLKPATAGLDN-3,MACRO,MACRO,AMBER,7.900202,123.77301,LANAO DEL NORTE,KAPATAGAN,24,240,40,200
TCAICBAGAKAYCLAVERSDN,TCAICBAGAKAYCLAVERSDN-2,MACRO,MACRO,RED,9.572727,125.7307,SURIGAO DEL NORTE,CLAVER,35,50,40,200
TCAICBUANZINDANASULU,TCAICBUANZINDANASULU-3,MACRO,MACRO,RED,6.039508,120.982689,SULU,INDANAN,29,250,40,200
TCAICBUSBUSJOLOSULU,TCAICBUSBUSJOLOSULU-1,MACRO,MACRO,RED,6.05902,121.006765,SULU,JOLO (CAPITAL),18,40,40,200
TCAICFMILLANCOTABMGDN,TCAICFMILLANCOTABMGDN-1,MACRO,MACRO,AMBER,7.213486,124.242306,MAGUINDANAO DEL NORTE,COTABATO CITY,38,330,40,200
TCAICLABANGGENSANSCOT,TCAICLABANGGENSANSCOT-3,MACRO,MACRO,AMBER,6.110724,125.14183,SOUTH COTABATO,GENERAL SANTOS CITY,39,185,40,200
TCAICLIPPARANGMGDN,TCAICLIPPARANGMGDN-1,MACRO,MACRO,AMBER,7.46931,124.355,MAGUINDANAO DEL NORTE,BARIRA,39,340,40,200
TCAICMASIGLAQUEZONBUK,TCAICMASIGLAQUEZONBUK-3,MACRO,MACRO,RED,7.704962,125.114048,BUKIDNON,QUEZON,29,215,40,200
TCAICMOOREAVJOLOSULU,TCAICMOOREAVJOLOSULU-2,MACRO,MACRO,AMBER,6.04826,120.997238,SULU,JOLO (CAPITAL),20,120,40,200
TCAICP13FATIGENSANSCOT,TCAICP13FATIGENSANSCOT-1,MACRO,MACRO,AMBER,6.660068,122.135186,BASILAN,LAMITAN CITY (CAPITAL),29,60,40,200
TCAICP5BCUDMALAYBBUK,TCAICP5BCUDMALAYBBUK-2,MACRO,MACRO,RED,8.00085,125.133,BUKIDNON,MALAYBALAY CITY (CAPITAL),29,170,40,200
TCAICP5NPOBMEDINAMOR,TCAICP5NPOBMEDINAMOR-2,MACRO,MACRO,RED,8.915065,125.024234,MISAMIS ORIENTAL,MEDINA,39,180,40,200
TCAICPOB2MAMBAJAOCMGN,TCAICPOB2MAMBAJAOCMGN-2,MACRO,MACRO,AMBER,9.2478,124.7274,CAMIGUIN,MAMBAJAO (CAPITAL),34,140,40,200
TCAICPOBLAPNGANTBUK,TCAICPOBLAPNGANTBUK-1,MACRO,MACRO,RED,7.830681,124.8343,BUKIDNON,PANGANTUCAN,29,330,40,200
TCAICPOBLAPNGANTBUK,TCAICPOBLAPNGANTBUK-2,MACRO,MACRO,RED,7.830681,124.8343,BUKIDNON,PANGANTUCAN,29,210,40,200
TCAICPOBLAPNGANTBUK,TCAICPOBLAPNGANTBUK-3,MACRO,MACRO,RED,7.830681,124.8343,BUKIDNON,PANGANTUCAN,29,280,40,200
TCAICPOBMAMBAJAOCMGN,TCAICPOBMAMBAJAOCMGN-1,MACRO,MACRO,RED,9.251113,124.719394,CAMIGUIN,MAMBAJAO (CAPITAL),29,310,40,200
TCAICPOBPOLOMOSCOT,TCAICPOBPOLOMOSCOT-2,MACRO,MACRO,RED,6.223272,125.061678,SOUTH COTABATO,POLOMOLOK,38,110,40,200
TCAICPOBPOLOMOSCOT,TCAICPOBPOLOMOSCOT-3,MACRO,MACRO,RED,6.223272,125.061678,SOUTH COTABATO,POLOMOLOK,38,230,40,200
TCAICROSARYHTS5COTABMGDN,TCAICROSARYHTS5COTABMGDN-3,MACRO,MACRO,AMBER,7.208806,124.254595,MAGUINDANAO DEL NORTE,COTABATO CITY,44,260,40,200
TCAICSANNICOLSRAWAIZDN,TCAICSANNICOLSRAWAIZDN-2,MACRO,MACRO,RED,7.588353,122.138869,ZAMBOANGA DEL NORTE,SIRAWAI,39,120,40,200
TCAICSNJUANSNJOSEDNGT,TCAICSNJUANSNJOSEDNGT-1,MACRO,MACRO,RED,10.011538,125.572577,DINAGAT ISLANDS,SAN JOSE (CAPITAL),39,10,40,200
TCAICSNJUANSNJOSEDNGT,TCAICSNJUANSNJOSEDNGT-3,MACRO,MACRO,AMBER,10.011538,125.572577,DINAGAT ISLANDS,SAN JOSE (CAPITAL),39,220,40,200
TCAICSTACRUZSNJOSEDNGT,TCAICSTACRUZSNJOSEDNGT-2,MACRO,MACRO,RED,10.02074,125.5774,DINAGAT ISLANDS,SAN JOSE (CAPITAL),49,180,40,200
TCAICSTAMARIAZAMBOAZDS,TCAICSTAMARIAZAMBOAZDS-3,MACRO,MACRO,AMBER,6.9306,122.066183,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,35,250,40,200
TCAICSTFILDPOLOGZDN,TCAICSTFILDPOLOGZDN-1,MACRO,MACRO,RED,8.57171,123.339816,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),35,350,40,200
TCAICUWAKBRGY1DAPASDN,TCAICUWAKBRGY1DAPASDN-3,MACRO,MACRO,RED,9.755495,126.055723,SURIGAO DEL NORTE,DAPA,39,270,40,200
TCEDCSTACRUZKBASALZSIB,TCEDCSTACRUZKBASALZSIB-2,MACRO,MACRO,RED,7.794868,122.763468,ZAMBOANGA SIBUGAY,KABASALAN,29,100,40,200
TCEDCSTACRUZKBASALZSIB,TCEDCSTACRUZKBASALZSIB-3,MACRO,MACRO,RED,7.794868,122.763468,ZAMBOANGA SIBUGAY,KABASALAN,29,210,40,200
TCFGAAGUSANCDOMOR,TCFGAAGUSANCDOMOR-1,MACRO,MACRO,AMBER,8.48397,124.738889,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),29,330,40,200
TCFGAARASCAGWITSDS,TCFGAARASCAGWITSDS-3,MACRO,MACRO,AMBER,8.888627,126.308732,SURIGAO DEL SUR,CAGWAIT,32,320,40,200
TCFGABASIAWNSMARIADVOC,TCFGABASIAWNSMARIADVOC-1,MACRO,MACRO,GREEN,6.508026,125.513936,DAVAO OCCIDENTAL,SANTA MARIA,33,60,40,200
TCFGABRGY07MALAYBBUK,TCFGABRGY07MALAYBBUK-2,MACRO,MACRO,RED,8.150986,125.13158,BUKIDNON,MALAYBALAY CITY (CAPITAL),25,60,40,200
TCFGABRGYPOB5MIDSAYNCOT,TCFGABRGYPOB5MIDSAYNCOT-1,MACRO,MACRO,RED,7.1977,124.5366,COTABATO,MIDSAYAP,29,30,40,200
TCFGABRGYPOB5MIDSAYNCOT,TCFGABRGYPOB5MIDSAYNCOT-2,MACRO,MACRO,RED,7.1977,124.5366,COTABATO,MIDSAYAP,29,150,40,200
TCFGABRGYPOBBAROBOSDS,TCFGABRGYPOBBAROBOSDS-2,MACRO,MACRO,RED,8.539341,126.119894,SURIGAO DEL SUR,BAROBO,29,165,40,200
TCFGACALAPLUPONDVOR,TCFGACALAPLUPONDVOR-1,MACRO,MACRO,AMBER,7.11522,126.174,DAVAO ORIENTAL,LUPON,29,5,40,200
TCFGACBNGAHN1MALAYBBUK,TCFGACBNGAHN1MALAYBBUK-3,MACRO,MACRO,GREEN,8.008333,125.133503,BUKIDNON,MALAYBALAY CITY (CAPITAL),43,200,40,200
TCFGACENTRASURALLSCOT,TCFGACENTRASURALLSCOT-3,MACRO,MACRO,AMBER,6.357108,124.75581,SOUTH COTABATO,SURALLAH,39,230,40,200
TCFGACNTRALPOBTARRADVOR,TCFGACNTRALPOBTARRADVOR-1,MACRO,MACRO,RED,7.056798,126.442738,DAVAO ORIENTAL,TARRAGONA,42,50,40,200
TCFGACNTRALPOBTARRADVOR,TCFGACNTRALPOBTARRADVOR-2,MACRO,MACRO,RED,7.056798,126.442738,DAVAO ORIENTAL,TARRAGONA,42,180,40,200
TCFGADALISAYALORANMOCC,TCFGADALISAYALORANMOCC-2,MACRO,MACRO,AMBER,8.418275,123.821401,MISAMIS OCCIDENTAL,ALORAN,36,140,40,200
TCFGAEDWARTBOLISCOT,TCFGAEDWARTBOLISCOT-3,MACRO,MACRO,RED,6.22573,124.818,SOUTH COTABATO,T'BOLI,29,250,40,200
TCFGAGANDIMELDAZSIB,TCFGAGANDIMELDAZSIB-3,MACRO,MACRO,RED,7.67545,122.904667,ZAMBOANGA SIBUGAY,IMELDA,42,140,40,200
TCFGAKAJAT1INDANASULU,TCFGAKAJAT1INDANASULU-3,MACRO,MACRO,AMBER,6.044037,120.997667,SULU,INDANAN,35,220,40,200
TCFGAKALAW2ISULANSKUD,TCFGAKALAW2ISULANSKUD-2,MACRO,MACRO,GREEN,6.637292,124.6123,SULTAN KUDARAT,ISULAN (CAPITAL),29,180,40,200
TCFGAKLAYBATOLAMITNBAS,TCFGAKLAYBATOLAMITNBAS-1,MACRO,MACRO,RED,6.663572,122.153463,BASILAN,LAMITAN CITY (CAPITAL),39,330,40,200
TCFGAKLAYBATOLAMITNBAS,TCFGAKLAYBATOLAMITNBAS-2,MACRO,MACRO,RED,6.663572,122.153463,BASILAN,LAMITAN CITY (CAPITAL),39,60,40,200
TCFGALALUDCHIONGMOCC,TCFGALALUDCHIONGMOCC-3,MACRO,MACRO,RED,8.25783,123.564677,MISAMIS OCCIDENTAL,DON VICTORIANO CHIONGBIAN,48,265,40,200
TCFGALUNASURGAOSDN,TCFGALUNASURGAOSDN-1,MACRO,MACRO,AMBER,9.74965,125.491,SURIGAO DEL NORTE,SURIGAO CITY (CAPITAL),39,0,40,200
TCFGAMAGNAPANTUKDDO,TCFGAMAGNAPANTUKDDO-1,MACRO,MACRO,AMBER,7.168683,125.894426,DAVAO DE ORO,PANTUKAN,43,10,40,200
TCFGAMANIKIKPALONDDN,TCFGAMANIKIKPALONDDN-3,MACRO,MACRO,AMBER,7.584383,125.706003,DAVAO DEL NORTE,KAPALONG,40,275,40,200
TCFGAMARMANKLAMTAGUMDDN,TCFGAMARMANKLAMTAGUMDDN-2,MACRO,MACRO,RED,7.452897,125.782142,DAVAO DEL NORTE,TAGUM CITY (CAPITAL),39,80,40,200
TCFGAMAYOMATIDVOR,TCFGAMAYOMATIDVOR-2,MACRO,MACRO,GREEN,7.006854,126.333994,DAVAO ORIENTAL,MATI CITY (CAPITAL),48,160,40,200
TCFGAP13ISINGCARMENDDN,TCFGAP13ISINGCARMENDDN-1,MACRO,MACRO,RED,7.35528,125.708,DAVAO DEL NORTE,CARMEN,29,300,40,200
TCFGAPALARGANPATKULSULU,TCFGAPALARGANPATKULSULU-2,MACRO,MACRO,GREEN,6.056492,121.019108,SULU,PATIKUL,28,235,40,200
TCFGAPANALSMRAMAGBUK,TCFGAPANALSMRAMAGBUK-1,MACRO,MACRO,AMBER,7.86027,124.982,BUKIDNON,MARAMAG,29,280,40,200
TCFGAPOBALTOSMENAZDN,TCFGAPOBALTOSMENAZDN-3,MACRO,MACRO,AMBER,8.298344,123.508183,ZAMBOANGA DEL NORTE,SERGIO OSMEÑA SR.,42,190,40,200
TCFGAPOBKBACANNCOT,TCFGAPOBKBACANNCOT-1,MACRO,MACRO,RED,7.10393,124.825001,COTABATO,KABACAN,29,70,40,200
TCFGAPOBKBACANNCOT,TCFGAPOBKBACANNCOT-3,MACRO,MACRO,RED,7.10393,124.825001,COTABATO,KABACAN,29,290,40,200
TCFGAPOBLAGUIPOSZDS,TCFGAPOBLAGUIPOSZDS-3,MACRO,MACRO,AMBER,7.735605,123.329192,ZAMBOANGA DEL SUR,GUIPOS,45,270,40,200
TCFGAPOBSIBUCOZDN,TCFGAPOBSIBUCOZDN-1,MACRO,MACRO,RED,7.293328,122.066315,ZAMBOANGA DEL NORTE,SIBUCO,30,300,40,200
TCFGAPOBSIBUCOZDN,TCFGAPOBSIBUCOZDN-3,MACRO,MACRO,RED,7.293328,122.066315,ZAMBOANGA DEL NORTE,SIBUCO,30,210,40,200
TCFGATAKUNLSEBUSCOT,TCFGATAKUNLSEBUSCOT-3,MACRO,MACRO,AMBER,6.21366,124.697,SOUTH COTABATO,LAKE SEBU,29,165,40,200
TCFGATAMNAGLUTAYNSKUD,TCFGATAMNAGLUTAYNSKUD-3,MACRO,MACRO,GREEN,6.560958,124.857883,SULTAN KUDARAT,LUTAYAN,42,210,40,200
TCFGATOWNSTE2MLUSOBAS,TCFGATOWNSTE2MLUSOBAS-2,MACRO,MACRO,RED,6.54367,121.869,BASILAN,MALUSO,41,90,40,200
TCFGATOWNSTE2MLUSOBAS,TCFGATOWNSTE2MLUSOBAS-3,MACRO,MACRO,RED,6.54367,121.869,BASILAN,MALUSO,41,250,40,200
TCFGAZONE3KNADALSCOT,TCFGAZONE3KNADALSCOT-1,MACRO,MACRO,GREEN,6.492401,124.842394,SOUTH COTABATO,KORONADAL CITY (CAPITAL),38,350,40,200
TCFGAZONE4POBKNADALSCOT,TCFGAZONE4POBKNADALSCOT-2,MACRO,MACRO,GREEN,6.5009,124.8309,SOUTH COTABATO,KORONADAL CITY (CAPITAL),39,60,40,200
TCISFATIMAGENSANSCOT,TCISFATIMAGENSANSCOT-3,MACRO,MACRO,AMBER,6.077902,125.117909,SOUTH COTABATO,GENERAL SANTOS CITY,29,220,40,200
TCISKINGPANTUKCVLY,TCISKINGPANTUKCVLY-1,MACRO,MACRO,RED,7.13889,125.8931,DAVAO DE ORO,PANTUKAN,29,60,40,200
TCISLBANGALGENSANSCOT,TCISLBANGALGENSANSCOT-1,MACRO,MACRO,RED,6.101399,125.156416,SOUTH COTABATO,GENERAL SANTOS CITY,29,325,40,200
TCISMALORTANGUIBMOCC,TCISMALORTANGUIBMOCC-3,MACRO,MACRO,RED,8.063266,123.753667,MISAMIS OCCIDENTAL,TANGUB CITY,29,310,40,200
TCISZ2POBKNADALSCOT,TCISZ2POBKNADALSCOT-2,MACRO,MACRO,AMBER,6.493397,124.8556,SOUTH COTABATO,KORONADAL CITY (CAPITAL),38.5,90,40,200
TCLBSNEWLABANGZDS,TCLBSNEWLABANGZDS-2,MACRO,MACRO,RED,7.85911,123.50142,ZAMBOANGA DEL SUR,LABANGAN,29,140,40,200
TCLDCANULINGPATKULSULU,TCLDCANULINGPATKULSULU-1,MACRO,MACRO,AMBER,6.039485,121.003997,SULU,PATIKUL,39,300,40,200
TCLDCBUSBUSJOLOSULU,TCLDCBUSBUSJOLOSULU-1,MACRO,MACRO,RED,6.056131,121.0026,SULU,JOLO (CAPITAL),29,40,40,200
TCLDCBUSBUSJOLOSULU,TCLDCBUSBUSJOLOSULU-3,MACRO,MACRO,RED,6.056131,121.0026,SULU,JOLO (CAPITAL),29,285,40,200
TCLDCKAJATINDANASULU,TCLDCKAJATINDANASULU-1,MACRO,MACRO,AMBER,6.043688,120.98829,SULU,INDANAN,29,0,40,200
TCLDCKAJATINDANASULU,TCLDCKAJATINDANASULU-2,MACRO,MACRO,RED,6.043688,120.98829,SULU,INDANAN,29,110,40,200
TCLDCKAJATINDANASULU,TCLDCKAJATINDANASULU-3,MACRO,MACRO,RED,6.043688,120.98829,SULU,INDANAN,29,200,40,200
TCLDCTOWNSITEMLUSOBAS,TCLDCTOWNSITEMLUSOBAS-3,MACRO,MACRO,RED,6.542687,121.875033,BASILAN,MALUSO,39,150,40,200
TCLDCTUBIGMAMBONGAOTAWI,TCLDCTUBIGMAMBONGAOTAWI-3,MACRO,MACRO,AMBER,5.024962,119.7718,TAWI-TAWI,BONGAO (CAPITAL),34,220,40,200
TCPHTBATOPOBISIDRODVOR,TCPHTBATOPOBISIDRODVOR-2,MACRO,MACRO,GREEN,6.839882,126.089358,DAVAO ORIENTAL,SAN ISIDRO,37,120,40,200
TCPHTBRGY1TLAKAGBUK,TCPHTBRGY1TLAKAGBUK-3,MACRO,MACRO,AMBER,8.235041,124.6022,BUKIDNON,TALAKAG,29,230,40,200
TCPHTCORAHABMALABALDS,TCPHTCORAHABMALABALDS-3,MACRO,MACRO,AMBER,7.592528,124.069249,LANAO DEL SUR,MALABANG,43,290,40,200
TCPHTP4POBGLANSAR,TCPHTP4POBGLANSAR-1,MACRO,MACRO,GREEN,5.821413,125.202405,SARANGANI,GLAN,40,50,40,200
TCPHTPAGLAUNGESPERSKUD,TCPHTPAGLAUNGESPERSKUD-2,MACRO,MACRO,GREEN,6.72388,124.51934,SULTAN KUDARAT,ESPERANZA,48,100,40,200
TCPHTPOBCOLODLDN,TCPHTPOBCOLODLDN-2,MACRO,MACRO,AMBER,8.190387,124.018207,LANAO DEL NORTE,BACOLOD,43,90,40,200
TCPHTPOBIPILZSIB,TCPHTPOBIPILZSIB-2,MACRO,MACRO,RED,7.78165,122.588,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,180,40,200
TCPHTPOBIPILZSIB,TCPHTPOBIPILZSIB-3,MACRO,MACRO,RED,7.78165,122.588,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,305,40,200
TCPHTSANJOSEMONTEVDDO,TCPHTSANJOSEMONTEVDDO-2,MACRO,MACRO,GREEN,7.701154,125.986517,DAVAO DE ORO,MONTEVISTA,35,90,40,200
TCPHTSMCTAMBGENSANSCOT,TCPHTSMCTAMBGENSANSCOT-3,MACRO,MACRO,AMBER,6.055576,125.1359,SOUTH COTABATO,GENERAL SANTOS CITY,29,280,40,200
TCPHTTAWAYIPILZSIB,TCPHTTAWAYIPILZSIB-3,MACRO,MACRO,RED,7.80391,122.585,ZAMBOANGA SIBUGAY,IPIL (CAPITAL),28,230,40,200
TCSBAMANGAGBISLIGSDS,TCSBAMANGAGBISLIGSDS-3,MACRO,MACRO,RED,8.188492,126.354933,SURIGAO DEL SUR,BISLIG CITY,31,10,40,200
TCSBAMORILOKMARAWILDS,TCSBAMORILOKMARAWILDS-2,MACRO,MACRO,AMBER,7.998868,124.2802,LANAO DEL SUR,MARAWI CITY (CAPITAL),39,90,40,200
TCSBAPARIDIMARAWILDS,TCSBAPARIDIMARAWILDS-3,MACRO,MACRO,RED,7.997806,124.314236,LANAO DEL SUR,MARAWI CITY (CAPITAL),47,220,40,200
TLUNGATU02ZAMBOAZDS,TLUNGATU02ZAMBOAZDS-1,MACRO,MACRO,RED,6.97226,121.966,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,29,5,40,200
TPOMATRLNGUPUKANBAS,TPOMATRLNGUPUKANBAS-1,MACRO,MACRO,AMBER,6.490286,122.1153,BASILAN,UNGKAYA PUKAN,43,340,40,200
TUMAHU2SUMSIPBAS,TUMAHU2SUMSIPBAS-2,MACRO,MACRO,AMBER,6.47788,122.036,BASILAN,MALUSO,38,190,40,200
LAGAO3GENSANSCOTAS,LAGAO3GENSANSCOTAS-3,SMALLCELL-AIRSCALE,SMALL CELL,RED,6.118741,125.181636,SOUTH COTABATO,GENERAL SANTOS CITY,7,260,40,100
DELCARMENISIDROSDN,DELCARMENISIDROSDN-1,MACRO,MACRO,AMBER,9.934856,126.089727,SURIGAO DEL NORTE,SAN ISIDRO,44,0,40,200
GNPOWERLEG,GNPOWERLEG-2,LEGO,MACRO,AMBER,8.181731,124.10996,LANAO DEL NORTE,KAUSWAGAN,32,140,40,200
LABASO,LABASO-1,MACRO,MACRO,GREEN,8.068342,122.521832,ZAMBOANGA DEL NORTE,LABASON,41,70,40,200
POBPANGAN,POBPANGAN-3,MACRO,MACRO,AMBER,7.833175,124.824202,BUKIDNON,PANGANTUCAN,40,270,40,200
SEBU,SEBU-1,MACRO,MACRO,GREEN,6.228705,124.715959,SOUTH COTABATO,LAKE SEBU,50,65,40,200
STCLAR,STCLAR-1,MACRO,MACRO,AMBER,6.679099,122.063857,BASILAN,LAMITAN CITY (CAPITAL),41,5,40,200
BADASPLACERSDN,BADASPLACERSDN-2,MACRO,MACRO,AMBER,9.604226,125.52944,SURIGAO DEL NORTE,PLACER,36,120,40,200
BANGAHANPNGANTBUK,BANGAHANPNGANTBUK-3,MACRO,MACRO,AMBER,7.652626,124.823685,BUKIDNON,PANGANTUCAN,49,180,40,200
BENITEZBANGASCOT,BENITEZBANGASCOT-2,MACRO,MACRO,AMBER,6.420238,124.777834,SOUTH COTABATO,BANGA,50,135,40,200
BFLORTACUROSKUD,BFLORTACUROSKUD-2,MACRO,MACRO,AMBER,6.687749,124.67126,SULTAN KUDARAT,TACURONG CITY,50,100,40,200
BRGY20GINGOOMOR,BRGY20GINGOOMOR-1,MACRO,MACRO,AMBER,8.825276,125.11093,MISAMIS ORIENTAL,GINGOOG CITY,39,330,40,200
BRGY20GINGOOMOR,BRGY20GINGOOMOR-3,MACRO,MACRO,AMBER,8.825276,125.11093,MISAMIS ORIENTAL,GINGOOG CITY,39,230,40,200
BUAYAN2DATUPIMGDN,BUAYAN2DATUPIMGDN-2,MACRO,MACRO,AMBER,7.0317,124.494,MAGUINDANAO DEL SUR,DATU PIANG,49,50,40,200
BUDIONGAVISTAGUMDDN,BUDIONGAVISTAGUMDDN-3,MACRO,MACRO,AMBER,7.441024,125.812129,DAVAO DEL NORTE,TAGUM CITY (CAPITAL),29,220,40,200
CAGMINCAGDIADNGT,CAGMINCAGDIADNGT-3,MACRO,MACRO,AMBER,10.164024,125.662614,DINAGAT ISLANDS,CAGDIANAO,56,260,40,200
CMNONUEVOZAMBOAZDSAS,CMNONUEVOZAMBOAZDSAS-1,SMALLCELL-AIRSCALE,SMALL CELL,AMBER,6.916098,122.07593,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,9,345,40,100
CONSUELOGLUNASDN,CONSUELOGLUNASDN-1,MACRO,MACRO,AMBER,9.7916,126.104139,SURIGAO DEL NORTE,GENERAL LUNA,50,10,40,200
DAWODAPITANZDN,DAWODAPITANZDN-2,MACRO,MACRO,AMBER,8.649197,123.418679,ZAMBOANGA DEL NORTE,DAPITAN CITY,39,130,40,200
GTZAMBOFOCOD_D,GTZAMBOFOCOD_D-3,EXTENDED SECTOR,MACRO,RED,6.915412,122.079615,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,13,340,40,200
HCROSSMANAYDVOR,HCROSSMANAYDVOR-2,MACRO,MACRO,AMBER,7.126474,126.512406,DAVAO ORIENTAL,MANAY,41,250,40,200
JOSEFI,JOSEFI-3,MACRO,MACRO,RED,8.214967,123.547357,ZAMBOANGA DEL SUR,JOSEFINA,49,250,40,200
KALIMBUDWA1PATKULSULU,KALIMBUDWA1PATKULSULU-1,MACRO,MACRO,AMBER,6.043876,121.011334,SULU,PATIKUL,41,30,40,200
KCC2ZAMBO,KCC2ZAMBO-1,IBS,IBS,GREEN,6.919385,122.073018,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,3,360,40,40
LAUM,LAUM-2,MACRO,MACRO,AMBER,5.934066,121.02471,SULU,MAIMBUNG,40,90,40,200
MAGSAYPOBPLACERSDN,MAGSAYPOBPLACERSDN-1,MACRO,MACRO,AMBER,9.657326,125.601584,SURIGAO DEL NORTE,PLACER,40,50,40,200
MAGSAYPOBPLACERSDN,MAGSAYPOBPLACERSDN-2,MACRO,MACRO,AMBER,9.657326,125.601584,SURIGAO DEL NORTE,PLACER,40,150,40,200
